"segment", "metadata size", segment_size
tpch_lineitem_1g_sort_idx_OFFLINE_1848/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1849/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_184/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1850/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1851/v3/metadata.properties,10148,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1852/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1853/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1854/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1855/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1856/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1857/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1858/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1859/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_185/v3/metadata.properties,10140,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1860/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1861/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1862/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1863/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1864/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1865/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1866/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1867/v3/metadata.properties,10095,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1868/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1869/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_186/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1870/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1871/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1872/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1873/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1874/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1875/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1876/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1877/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1878/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1879/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_187/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1880/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1881/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1882/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1883/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1884/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1885/v3/metadata.properties,10148,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1886/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1887/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1888/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1889/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_188/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1890/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1891/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1892/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1893/v3/metadata.properties,10094,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1894/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1895/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1896/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1897/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1898/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1899/v3/metadata.properties,10137,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_189/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_18/v3/metadata.properties,10087,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_1900/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1901/v3/metadata.properties,10096,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1902/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1903/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1904/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1905/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1906/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1907/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1908/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1909/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_190/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1910/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1911/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1912/v3/metadata.properties,10146,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1913/v3/metadata.properties,10137,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1914/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1915/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1916/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1917/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1918/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1919/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_191/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1920/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1921/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1922/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1923/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1924/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1925/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1926/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1927/v3/metadata.properties,10101,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1928/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1929/v3/metadata.properties,10112,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_192/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1930/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1931/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1932/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1933/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1934/v3/metadata.properties,10092,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1935/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1936/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1937/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1938/v3/metadata.properties,10146,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1939/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_193/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1940/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1941/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1942/v3/metadata.properties,10106,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1943/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1944/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1945/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1946/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1947/v3/metadata.properties,10095,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1948/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1949/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_194/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1950/v3/metadata.properties,10101,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1951/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1952/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1953/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1954/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1955/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1956/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1957/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1958/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1959/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_195/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1960/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1961/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1962/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1963/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1964/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1965/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1966/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1967/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1968/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1969/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_196/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1970/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1971/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1972/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1973/v3/metadata.properties,10119,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_1974/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1975/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1976/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1977/v3/metadata.properties,10136,92K	
tpch_lineitem_1g_sort_idx_OFFLINE_1978/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1979/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_197/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1980/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1981/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1982/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1983/v3/metadata.properties,10114,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_1984/v3/metadata.properties,10147,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1985/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1986/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1987/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1988/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1989/v3/metadata.properties,10144,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_198/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1990/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1991/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1992/v3/metadata.properties,10094,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1993/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1994/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1995/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1996/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1997/v3/metadata.properties,10111,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_1998/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_1999/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_199/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_19/v3/metadata.properties,10067,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_1/v3/metadata.properties,10004,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2000/v3/metadata.properties,10122,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2001/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2002/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2003/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2004/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2005/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2006/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2007/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2008/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2009/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_200/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2010/v3/metadata.properties,10099,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2011/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2012/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2013/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2014/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2015/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2016/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2017/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2018/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2019/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_201/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2020/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2021/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2022/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2023/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2024/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2025/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2026/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2027/v3/metadata.properties,10145,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2028/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2029/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_202/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2030/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2031/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2032/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2033/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2034/v3/metadata.properties,10151,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2035/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2036/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2037/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2038/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2039/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_203/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2040/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2041/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2042/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2043/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2044/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2045/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2046/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2047/v3/metadata.properties,10144,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2048/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2049/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_204/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2050/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2051/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2052/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2053/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2054/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2055/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2056/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2057/v3/metadata.properties,10144,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2058/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2059/v3/metadata.properties,10098,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_205/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2060/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2061/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2062/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2063/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2064/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2065/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2066/v3/metadata.properties,10092,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2067/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2068/v3/metadata.properties,10140,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2069/v3/metadata.properties,10101,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_206/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2070/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2071/v3/metadata.properties,10158,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2072/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2073/v3/metadata.properties,10140,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2074/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2075/v3/metadata.properties,10152,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2076/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2077/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2078/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2079/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_207/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2080/v3/metadata.properties,10101,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2081/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2082/v3/metadata.properties,10104,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2083/v3/metadata.properties,10142,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2084/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2085/v3/metadata.properties,10154,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2086/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2087/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2088/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2089/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_208/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2090/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2091/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2092/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2093/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2094/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2095/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2096/v3/metadata.properties,10132,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2097/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2098/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2099/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_209/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_20/v3/metadata.properties,10054,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2100/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2101/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2102/v3/metadata.properties,10123,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2103/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2104/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2105/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2106/v3/metadata.properties,10113,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2107/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2108/v3/metadata.properties,10135,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2109/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_210/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2110/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2111/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2112/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2113/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2114/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2115/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2116/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2117/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2118/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2119/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_211/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2120/v3/metadata.properties,10147,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2121/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2122/v3/metadata.properties,10152,84K	
